Fund,Month,Net Return
Cedar Asset Management,2024-11-01,-0.0038
Cedar Asset Management,2024-12-01,0.0074
Lodestar Management,2024-01-01,-9.66%
Lodestar Management,2024-02-01,-3.02%
Lodestar Management,2024-03-01,-2.56%
Lodestar Management,2024-04-01,9.76%
Lodestar Management,2024-05-01,-9.18%
Lodestar Management,2024-06-01,9.09%
Lodestar Management,2024-07-01,7.96%
Lodestar Management,2024-08-01,7.52%
Lodestar Management,2024-09-01,2.47%
Lodestar Management,2024-10-01,-8.47%
Lodestar Management,2024-11-01,4.43%
Lodestar Management,2024-12-01,5.56%
Kestrel Credit Opportunities,2024-07-01,-0.04%
Kestrel Credit Opportunities,2024-08-01,-0.23%
Kestrel Credit Opportunities,2024-09-01,0.01%
Kestrel Credit Opportunities,2024-10-01,0.34%
Kestrel Credit Opportunities,2024-11-01,0.25%
Kestrel Credit Opportunities,2024-12-01,0.56%
Granite Capital,2018-01-01,2.52%
Granite Capital,2018-02-01,2.02%
Granite Capital,2018-03-01,0.66%
Granite Capital,2018-04-01,6.1%
Granite Capital,2018-05-01,3.41%
Granite Capital,2018-06-01,-3.98%
Granite Capital,2018-07-01,3.25%
Granite Capital,2018-08-01,-1.43%
Granite Capital,2018-09-01,3.9%
Granite Capital,2018-10-01,8.67%
Granite Capital,2018-11-01,0.29%
Granite Capital,2018-12-01,-6.15%
Granite Capital,2019-01-01,-0.01%
Granite Capital,2019-02-01,1.3%
Granite Capital,2019-03-01,-3.6%
Granite Capital,2019-04-01,-2.01%
Granite Capital,2019-05-01,3.28%
Granite Capital,2019-06-01,3.1%
Granite Capital,2019-07-01,0.67%
Granite Capital,2019-08-01,-4.49%
Granite Capital,2019-09-01,6.64%
Granite Capital,2019-10-01,-5.11%
Granite Capital,2019-11-01,2.94%
Granite Capital,2019-12-01,-0.61%
Granite Capital,2020-01-01,0.48%
Granite Capital,2020-02-01,-4%
Granite Capital,2020-03-01,3.22%
Granite Capital,2020-04-01,-9.03%
Granite Capital,2020-05-01,1.45%
Granite Capital,2020-06-01,8.83%
Granite Capital,2020-07-01,-2.41%
Granite Capital,2020-08-01,6.4%
Granite Capital,2020-09-01,1.61%
Granite Capital,2020-10-01,-5.08%
Granite Capital,2020-11-01,-0.08%
Granite Capital,2020-12-01,-3.17%
Granite Capital,2021-01-01,-0.83%
Granite Capital,2021-02-01,-4.11%
Granite Capital,2021-03-01,3.95%
Granite Capital,2021-04-01,-8.09%
Granite Capital,2021-05-01,14.53%
Granite Capital,2021-06-01,-0.54%
Granite Capital,2021-07-01,-6.92%
Granite Capital,2021-08-01,0.73%
Granite Capital,2021-09-01,0.19%
Granite Capital,2021-10-01,0.54%
Granite Capital,2021-11-01,-3.28%
Granite Capital,2021-12-01,-3.81%
Granite Capital,2022-01-01,1.24%
Granite Capital,2022-02-01,-0.9%
Granite Capital,2022-03-01,1.22%
Granite Capital,2022-04-01,0.27%
Granite Capital,2022-05-01,-8.7%
Granite Capital,2022-06-01,1.26%
Granite Capital,2022-07-01,2.39%
Granite Capital,2022-08-01,2.59%
Granite Capital,2022-09-01,-2.75%
Granite Capital,2022-10-01,2.5%
Granite Capital,2022-11-01,5.99%
Granite Capital,2022-12-01,11.5%
Granite Capital,2023-01-01,2.15%
Granite Capital,2023-02-01,-3.75%
Granite Capital,2023-03-01,5.57%
Granite Capital,2023-04-01,-2.54%
Granite Capital,2023-05-01,6.69%
Granite Capital,2023-06-01,-3.6%
Granite Capital,2023-07-01,2.49%
Granite Capital,2023-08-01,-1.26%
Granite Capital,2023-09-01,2.24%
Granite Capital,2023-10-01,3.64%
Granite Capital,2023-11-01,6.04%
Granite Capital,2023-12-01,-6.61%
Granite Capital,2024-01-01,13.13%
Granite Capital,2024-02-01,6%
Granite Capital,2024-03-01,2.86%
Granite Capital,2024-04-01,9.34%
Granite Capital,2024-05-01,0.64%
Granite Capital,2024-06-01,6.83%
Granite Capital,2024-07-01,0.71%
Granite Capital,2024-08-01,5.14%
Granite Capital,2024-09-01,-2.69%
Granite Capital,2024-10-01,-7.12%
Granite Capital,2024-11-01,-8.87%
Granite Capital,2024-12-01,-13.91%
Vantage Management,2023-01-01,0.0138
Vantage Management,2023-02-01,0.0296
Vantage Management,2023-03-01,0.0069
Vantage Management,2023-04-01,-0.0207
Vantage Management,2023-05-01,-0.0132
Vantage Management,2023-06-01,0.0165
Vantage Management,2023-07-01,0.0168
Vantage Management,2023-08-01,-0.0029
Vantage Management,2023-09-01,-0.0065
Vantage Management,2023-10-01,-0.0153
Vantage Management,2023-11-01,0.0333
Vantage Management,2023-12-01,-0.0045
Vantage Management,2024-01-01,0.0032
Vantage Management,2024-02-01,-0.0102
Vantage Management,2024-03-01,-0.0092
Vantage Management,2024-04-01,0.0036
Vantage Management,2024-05-01,0.0144
Vantage Management,2024-06-01,0.0147
Vantage Management,2024-07-01,-0.0078
Vantage Management,2024-08-01,0.0044
Vantage Management,2024-09-01,-0.0076
Vantage Management,2024-10-01,0.0109
Vantage Management,2024-11-01,-0.0096
Vantage Management,2024-12-01,-0.0138
Summit Partners,2024-07-01,-0.6%
Summit Partners,2024-08-01,12.05%
Summit Partners,2024-09-01,-4.03%
Summit Partners,2024-10-01,7.18%
Summit Partners,2024-11-01,-8.75%
Summit Partners,2024-12-01,-5.06%
Umbra Global,2024-01-01,0.75%
Umbra Global,2024-02-01,2.33%
Umbra Global,2024-03-01,-0.87%
Umbra Global,2024-04-01,3.38%
Umbra Global,2024-05-01,-2.34%
Umbra Global,2024-06-01,-0.59%
Umbra Global,2024-07-01,-1.41%
Umbra Global,2024-08-01,4.15%
Umbra Global,2024-09-01,1.9%
Umbra Global,2024-10-01,-1.32%
Umbra Global,2024-11-01,0.6%
Umbra Global,2024-12-01,0.53%
Westfield Strategies,2018-01-01,-1.04%
Westfield Strategies,2018-02-01,1.37%
Westfield Strategies,2018-03-01,1.16%
Westfield Strategies,2018-04-01,2.27%
Westfield Strategies,2018-05-01,3.19%
Westfield Strategies,2018-06-01,1.08%
Westfield Strategies,2018-07-01,-1.33%
Westfield Strategies,2018-08-01,-0.88%
Westfield Strategies,2018-09-01,-0.83%
Westfield Strategies,2018-10-01,1.03%
Westfield Strategies,2018-11-01,-2.56%
Westfield Strategies,2018-12-01,1.26%
Westfield Strategies,2019-01-01,1.15%
Westfield Strategies,2019-02-01,3.89%
Westfield Strategies,2019-03-01,-1.94%
Westfield Strategies,2019-04-01,0.81%
Westfield Strategies,2019-05-01,1.6%
Westfield Strategies,2019-06-01,0.43%
Westfield Strategies,2019-07-01,0.96%
Westfield Strategies,2019-08-01,3.17%
Westfield Strategies,2019-09-01,1.68%
Westfield Strategies,2019-10-01,2.04%
Westfield Strategies,2019-11-01,-0.37%
Westfield Strategies,2019-12-01,0.28%
Westfield Strategies,2020-01-01,2.22%
Westfield Strategies,2020-02-01,-0.84%
Westfield Strategies,2020-03-01,-0.47%
Westfield Strategies,2020-04-01,-0.37%
Westfield Strategies,2020-05-01,1.41%
Westfield Strategies,2020-06-01,1.17%
Westfield Strategies,2020-07-01,-0.79%
Westfield Strategies,2020-08-01,1.48%
Westfield Strategies,2020-09-01,-0.58%
Westfield Strategies,2020-10-01,1.87%
Westfield Strategies,2020-11-01,-1.06%
Westfield Strategies,2020-12-01,1.15%
Westfield Strategies,2021-01-01,1.92%
Westfield Strategies,2021-02-01,2.69%
Westfield Strategies,2021-03-01,-0.42%
Westfield Strategies,2021-04-01,1.67%
Westfield Strategies,2021-05-01,2.08%
Westfield Strategies,2021-06-01,-1.61%
Westfield Strategies,2021-07-01,0.41%
Westfield Strategies,2021-08-01,2.72%
Westfield Strategies,2021-09-01,0.88%
Westfield Strategies,2021-10-01,-2.07%
Westfield Strategies,2021-11-01,0.51%
Westfield Strategies,2021-12-01,-0.12%
Westfield Strategies,2022-01-01,-0.94%
Westfield Strategies,2022-02-01,-0.86%
Westfield Strategies,2022-03-01,1.36%
Westfield Strategies,2022-04-01,1.54%
Westfield Strategies,2022-05-01,-0.74%
Westfield Strategies,2022-06-01,2%
Westfield Strategies,2022-07-01,1.75%
Westfield Strategies,2022-08-01,2.23%
Westfield Strategies,2022-09-01,-0.73%
Westfield Strategies,2022-10-01,-0.58%
Westfield Strategies,2022-11-01,-1.05%
Westfield Strategies,2022-12-01,0.88%
Westfield Strategies,2023-01-01,3.57%
Westfield Strategies,2023-02-01,1.58%
Westfield Strategies,2023-03-01,0.62%
Westfield Strategies,2023-04-01,3.01%
Westfield Strategies,2023-05-01,0.4%
Westfield Strategies,2023-06-01,-1.55%
Westfield Strategies,2023-07-01,0.88%
Westfield Strategies,2023-08-01,0.16%
Westfield Strategies,2023-09-01,0.64%
Westfield Strategies,2023-10-01,1.28%
Westfield Strategies,2023-11-01,1.41%
Westfield Strategies,2023-12-01,0.51%
Westfield Strategies,2024-01-01,1.03%
Westfield Strategies,2024-02-01,-0.71%
Westfield Strategies,2024-03-01,0.48%
Westfield Strategies,2024-04-01,-0.03%
Westfield Strategies,2024-05-01,1.26%
Westfield Strategies,2024-06-01,-0.16%
Westfield Strategies,2024-07-01,0.89%
Westfield Strategies,2024-08-01,2.51%
Westfield Strategies,2024-09-01,1.44%
Westfield Strategies,2024-10-01,-0.25%
Westfield Strategies,2024-11-01,-0.71%
Westfield Strategies,2024-12-01,0.88%
Northgate Management,2024-07-01,-0.0008
Northgate Management,2024-08-01,-0.0018
Northgate Management,2024-09-01,0.0027
Northgate Management,2024-10-01,-0.0033
Northgate Management,2024-11-01,-0.006
Northgate Management,2024-12-01,0.0014
Zephyr Credit Opportunities,2021-01-01,3.82%
Zephyr Credit Opportunities,2021-02-01,-6.46%
Zephyr Credit Opportunities,2021-03-01,11.39%
Zephyr Credit Opportunities,2021-04-01,-9.43%
Zephyr Credit Opportunities,2021-05-01,5.32%
Zephyr Credit Opportunities,2021-06-01,-4.06%
Zephyr Credit Opportunities,2021-07-01,-2.19%
Zephyr Credit Opportunities,2021-08-01,8.23%
Zephyr Credit Opportunities,2021-09-01,0.61%
Zephyr Credit Opportunities,2021-10-01,4.15%
Zephyr Credit Opportunities,2021-11-01,-5.03%
Zephyr Credit Opportunities,2021-12-01,-4.52%
Zephyr Credit Opportunities,2022-01-01,2.06%
Zephyr Credit Opportunities,2022-02-01,0.77%
Zephyr Credit Opportunities,2022-03-01,6.25%
Zephyr Credit Opportunities,2022-04-01,1.78%
Zephyr Credit Opportunities,2022-05-01,2.2%
Zephyr Credit Opportunities,2022-06-01,2.95%
Zephyr Credit Opportunities,2022-07-01,1.16%
Zephyr Credit Opportunities,2022-08-01,0.07%
Zephyr Credit Opportunities,2022-09-01,-1.67%
Zephyr Credit Opportunities,2022-10-01,6.29%
Zephyr Credit Opportunities,2022-11-01,2.81%
Zephyr Credit Opportunities,2022-12-01,-2.49%
Zephyr Credit Opportunities,2023-01-01,7%
Zephyr Credit Opportunities,2023-02-01,-0.11%
Zephyr Credit Opportunities,2023-03-01,-0.34%
Zephyr Credit Opportunities,2023-04-01,-1.44%
Zephyr Credit Opportunities,2023-05-01,0.85%
Zephyr Credit Opportunities,2023-06-01,3.88%
Zephyr Credit Opportunities,2023-07-01,0.26%
Zephyr Credit Opportunities,2023-08-01,-1.68%
Zephyr Credit Opportunities,2023-09-01,3.09%
Zephyr Credit Opportunities,2023-10-01,0.79%
Zephyr Credit Opportunities,2023-11-01,-5.35%
Zephyr Credit Opportunities,2023-12-01,-7.63%
Zephyr Credit Opportunities,2024-01-01,-3.13%
Zephyr Credit Opportunities,2024-02-01,-3.04%
Zephyr Credit Opportunities,2024-03-01,2.28%
Zephyr Credit Opportunities,2024-04-01,4.08%
Zephyr Credit Opportunities,2024-05-01,-1.56%
Zephyr Credit Opportunities,2024-06-01,-4.24%
Zephyr Credit Opportunities,2024-07-01,-4.2%
Zephyr Credit Opportunities,2024-08-01,-1.8%
Zephyr Credit Opportunities,2024-09-01,-9.38%
Zephyr Credit Opportunities,2024-10-01,-3.29%
Zephyr Credit Opportunities,2024-11-01,8.61%
Zephyr Credit Opportunities,2024-12-01,3.64%
Westfield Group,2018-01-01,1.13%
Westfield Group,2018-02-01,2.63%
Westfield Group,2018-03-01,0.83%
Westfield Group,2018-04-01,2.27%
Westfield Group,2018-05-01,3.19%
Westfield Group,2018-06-01,-1.41%
Westfield Group,2018-07-01,3.49%
Westfield Group,2018-08-01,0.98%
Westfield Group,2018-09-01,0.45%
Westfield Group,2018-10-01,0.66%
Westfield Group,2018-11-01,1.37%
Westfield Group,2018-12-01,-0.5%
Westfield Group,2019-01-01,2.71%
Westfield Group,2019-02-01,-0.09%
Westfield Group,2019-03-01,-1.88%
Westfield Group,2019-04-01,-0.9%
Westfield Group,2019-05-01,1.79%
Westfield Group,2019-06-01,3.11%
Westfield Group,2019-07-01,1%
Westfield Group,2019-08-01,1.24%
Westfield Group,2019-09-01,2.98%
Westfield Group,2019-10-01,2.64%
Westfield Group,2019-11-01,2.99%
Westfield Group,2019-12-01,3.15%
Westfield Group,2020-01-01,-0.01%
Westfield Group,2020-02-01,1.23%
Westfield Group,2020-03-01,1.85%
Westfield Group,2020-04-01,0.1%
Westfield Group,2020-05-01,1.2%
Westfield Group,2020-06-01,-0.64%
Westfield Group,2020-07-01,0.91%
Westfield Group,2020-08-01,2.09%
Westfield Group,2020-09-01,-0.11%
Westfield Group,2020-10-01,-0.55%
Westfield Group,2020-11-01,1.05%
Westfield Group,2020-12-01,0.76%
Westfield Group,2021-01-01,1.12%
Westfield Group,2021-02-01,-1.32%
Westfield Group,2021-03-01,0.4%
Westfield Group,2021-04-01,2.01%
Westfield Group,2021-05-01,1.04%
Westfield Group,2021-06-01,2.63%
Westfield Group,2021-07-01,2.01%
Westfield Group,2021-08-01,-0.28%
Westfield Group,2021-09-01,-0.55%
Westfield Group,2021-10-01,-2.29%
Westfield Group,2021-11-01,0.02%
Westfield Group,2021-12-01,-0.23%
Westfield Group,2022-01-01,-0.28%
Westfield Group,2022-02-01,1.86%
Westfield Group,2022-03-01,0.65%
Westfield Group,2022-04-01,-0.44%
Westfield Group,2022-05-01,-1.52%
Westfield Group,2022-06-01,2.56%
Westfield Group,2022-07-01,-1.03%
Westfield Group,2022-08-01,1.1%
Westfield Group,2022-09-01,1.68%
Westfield Group,2022-10-01,2.74%
Westfield Group,2022-11-01,2.73%
Westfield Group,2022-12-01,2.33%
Westfield Group,2023-01-01,3.37%
Westfield Group,2023-02-01,-0.5%
Westfield Group,2023-03-01,1.47%
Westfield Group,2023-04-01,1.76%
Westfield Group,2023-05-01,2.47%
Westfield Group,2023-06-01,-0.38%
Westfield Group,2023-07-01,-0.53%
Westfield Group,2023-08-01,0.6%
Westfield Group,2023-09-01,-0.35%
Westfield Group,2023-10-01,-1.12%
Westfield Group,2023-11-01,1.25%
Westfield Group,2023-12-01,0.87%
Westfield Group,2024-01-01,-0.71%
Westfield Group,2024-02-01,-0.2%
Westfield Group,2024-03-01,-0.68%
Westfield Group,2024-04-01,1.4%
Westfield Group,2024-05-01,-2.09%
Westfield Group,2024-06-01,-0.28%
Westfield Group,2024-07-01,-0.15%
Westfield Group,2024-08-01,0.74%
Westfield Group,2024-09-01,1.79%
Westfield Group,2024-10-01,-0.59%
Westfield Group,2024-11-01,1.67%
Westfield Group,2024-12-01,-0.86%
Riverstone Capital,2020-01-01,5.37%
Riverstone Capital,2020-02-01,1.02%
Riverstone Capital,2020-03-01,1.34%
Riverstone Capital,2020-04-01,-2.12%
Riverstone Capital,2020-05-01,4.53%
Riverstone Capital,2020-06-01,-10.43%
Riverstone Capital,2020-07-01,-5.58%
Riverstone Capital,2020-08-01,2.78%
Riverstone Capital,2020-09-01,0.15%
Riverstone Capital,2020-10-01,-2.95%
Riverstone Capital,2020-11-01,-2.38%
Riverstone Capital,2020-12-01,-7.47%
Riverstone Capital,2021-01-01,-1.63%
Riverstone Capital,2021-02-01,-3.46%
Riverstone Capital,2021-03-01,2.82%
Riverstone Capital,2021-04-01,3.77%
Riverstone Capital,2021-05-01,6.49%
Riverstone Capital,2021-06-01,1.12%
Riverstone Capital,2021-07-01,-2.25%
Riverstone Capital,2021-08-01,-0.84%
Riverstone Capital,2021-09-01,-0.73%
Riverstone Capital,2021-10-01,1.48%
Riverstone Capital,2021-11-01,-7.34%
Riverstone Capital,2021-12-01,-2.09%
Riverstone Capital,2022-01-01,1.31%
Riverstone Capital,2022-02-01,-0.96%
Riverstone Capital,2022-03-01,-4.62%
Riverstone Capital,2022-04-01,5.3%
Riverstone Capital,2022-05-01,8.11%
Riverstone Capital,2022-06-01,0.13%
Riverstone Capital,2022-07-01,2.06%
Riverstone Capital,2022-08-01,5.66%
Riverstone Capital,2022-09-01,4.5%
Riverstone Capital,2022-10-01,-1.49%
Riverstone Capital,2022-11-01,-0.93%
Riverstone Capital,2022-12-01,-3.74%
Riverstone Capital,2023-01-01,-13.57%
Riverstone Capital,2023-02-01,-1.11%
Riverstone Capital,2023-03-01,14.27%
Riverstone Capital,2023-04-01,-0.54%
Riverstone Capital,2023-05-01,4.2%
Riverstone Capital,2023-06-01,5.31%
Riverstone Capital,2023-07-01,6.18%
Riverstone Capital,2023-08-01,5.4%
Riverstone Capital,2023-09-01,4.66%
Riverstone Capital,2023-10-01,-6.61%
Riverstone Capital,2023-11-01,0.33%
Riverstone Capital,2023-12-01,0.07%
Riverstone Capital,2024-01-01,-4.94%
Riverstone Capital,2024-02-01,-5.33%
Riverstone Capital,2024-03-01,4.93%
Riverstone Capital,2024-04-01,6.35%
Riverstone Capital,2024-05-01,4.59%
Riverstone Capital,2024-06-01,-2.55%
Riverstone Capital,2024-07-01,-5.07%
Riverstone Capital,2024-08-01,1.73%
Riverstone Capital,2024-09-01,1.2%
Riverstone Capital,2024-10-01,1.19%
Riverstone Capital,2024-11-01,-7.23%
Riverstone Capital,2024-12-01,6.55%
Everest Associates,2018-01-01,0.0138
Everest Associates,2018-02-01,0.0471
Everest Associates,2018-03-01,0.0285
Everest Associates,2018-04-01,0.0316
Everest Associates,2018-05-01,0.0206
Everest Associates,2018-06-01,-0.0108
Everest Associates,2018-07-01,0.0692
Everest Associates,2018-08-01,-0.0353
Everest Associates,2018-09-01,-0.0233
Everest Associates,2018-10-01,0.0461
Everest Associates,2018-11-01,0.075
Everest Associates,2018-12-01,-0.0028
Everest Associates,2019-01-01,0.0261
Everest Associates,2019-02-01,0.0391
Everest Associates,2019-03-01,0.0453
Everest Associates,2019-04-01,0.1023
Everest Associates,2019-05-01,-0.014
Everest Associates,2019-06-01,-0.0183
Everest Associates,2019-07-01,0.034
Everest Associates,2019-08-01,-0.023
Everest Associates,2019-09-01,-0.0108
Everest Associates,2019-10-01,-0.096
Everest Associates,2019-11-01,-0.0716
Everest Associates,2019-12-01,0.0152
Everest Associates,2020-01-01,0.0772
Everest Associates,2020-02-01,0.0191
Everest Associates,2020-03-01,0.0453
Everest Associates,2020-04-01,0.0071
Everest Associates,2020-05-01,-0.1146
Everest Associates,2020-06-01,-0.0635
Everest Associates,2020-07-01,-0.0774
Everest Associates,2020-08-01,0.0605
Everest Associates,2020-09-01,0.0659
Everest Associates,2020-10-01,0.0407
Everest Associates,2020-11-01,0.0003
Everest Associates,2020-12-01,-0.0039
Everest Associates,2021-01-01,0.1055
Everest Associates,2021-02-01,-0.045
Everest Associates,2021-03-01,-0.0129
Everest Associates,2021-04-01,0.03
Everest Associates,2021-05-01,0.0032
Everest Associates,2021-06-01,-0.0099
Everest Associates,2021-07-01,0.0543
Everest Associates,2021-08-01,0.1071
Everest Associates,2021-09-01,-0.0595
Everest Associates,2021-10-01,-0.0268
Everest Associates,2021-11-01,0.039
Everest Associates,2021-12-01,0.094
Everest Associates,2022-01-01,-0.0264
Everest Associates,2022-02-01,-0.0202
Everest Associates,2022-03-01,0.0001
Everest Associates,2022-04-01,0.0466
Everest Associates,2022-05-01,0.0692
Everest Associates,2022-06-01,0.0277
Everest Associates,2022-07-01,-0.0119
Everest Associates,2022-08-01,-0.0687
Everest Associates,2022-09-01,0.0502
Everest Associates,2022-10-01,-0.0078
Everest Associates,2022-11-01,0.0326
Everest Associates,2022-12-01,-0.0889
Everest Associates,2023-01-01,0.0325
Everest Associates,2023-02-01,-0.0058
Everest Associates,2023-03-01,0.0662
Everest Associates,2023-04-01,0.0355
Everest Associates,2023-05-01,-0.0069
Everest Associates,2023-06-01,-0.0011
Everest Associates,2023-07-01,0.0348
Everest Associates,2023-08-01,-0.0364
Everest Associates,2023-09-01,-0.0639
Everest Associates,2023-10-01,0.0594
Everest Associates,2023-11-01,0.0554
Everest Associates,2023-12-01,0.0492
Everest Associates,2024-01-01,0.0686
Everest Associates,2024-02-01,-0.0113
Everest Associates,2024-03-01,-0.0263
Everest Associates,2024-04-01,0.0644
Everest Associates,2024-05-01,0.0151
Everest Associates,2024-06-01,0.0084
Everest Associates,2024-07-01,0.0623
Everest Associates,2024-08-01,-0.0489
Everest Associates,2024-09-01,0.0099
Everest Associates,2024-10-01,0.0742
Everest Associates,2024-11-01,0.0299
Everest Associates,2024-12-01,0.0551
Echo Group,2024-07-01,-0.28%
Echo Group,2024-08-01,0.63%
Echo Group,2024-09-01,-0.22%
Echo Group,2024-10-01,0.3%
Echo Group,2024-11-01,-0.43%
Echo Group,2024-12-01,0.24%
Pinnacle Group,2021-01-01,0.31%
Pinnacle Group,2021-02-01,-1.37%
Pinnacle Group,2021-03-01,-1.87%
Pinnacle Group,2021-04-01,-5.17%
Pinnacle Group,2021-05-01,3.38%
Pinnacle Group,2021-06-01,-1.36%
Pinnacle Group,2021-07-01,-3.94%
Pinnacle Group,2021-08-01,1.82%
Pinnacle Group,2021-09-01,-4.79%
Pinnacle Group,2021-10-01,-0.3%
Pinnacle Group,2021-11-01,8.52%
Pinnacle Group,2021-12-01,4.66%
Pinnacle Group,2022-01-01,-1.79%
Pinnacle Group,2022-02-01,3.66%
Pinnacle Group,2022-03-01,-6.66%
Pinnacle Group,2022-04-01,-2.73%
Pinnacle Group,2022-05-01,-2.71%
Pinnacle Group,2022-06-01,1.7%
Pinnacle Group,2022-07-01,8.49%
Pinnacle Group,2022-08-01,0.22%
Pinnacle Group,2022-09-01,9.36%
Pinnacle Group,2022-10-01,1.01%
Pinnacle Group,2022-11-01,0.78%
Pinnacle Group,2022-12-01,-12.04%
Pinnacle Group,2023-01-01,-6.57%
Pinnacle Group,2023-02-01,-7.08%
Pinnacle Group,2023-03-01,-1.79%
Pinnacle Group,2023-04-01,-4.56%
Pinnacle Group,2023-05-01,-9.42%
Pinnacle Group,2023-06-01,3.43%
Pinnacle Group,2023-07-01,-4.6%
Pinnacle Group,2023-08-01,-5.14%
Pinnacle Group,2023-09-01,4.13%
Pinnacle Group,2023-10-01,2.29%
Pinnacle Group,2023-11-01,-3.57%
Pinnacle Group,2023-12-01,2.37%
Pinnacle Group,2024-01-01,0.96%
Pinnacle Group,2024-02-01,-0.3%
Pinnacle Group,2024-03-01,3.04%
Pinnacle Group,2024-04-01,3.83%
Pinnacle Group,2024-05-01,3.43%
Pinnacle Group,2024-06-01,7.08%
Pinnacle Group,2024-07-01,6.49%
Pinnacle Group,2024-08-01,-7.81%
Pinnacle Group,2024-09-01,4.38%
Pinnacle Group,2024-10-01,5.34%
Pinnacle Group,2024-11-01,-0.22%
Pinnacle Group,2024-12-01,8.16%
Zephyr Holdings,2023-01-01,2.14%
Zephyr Holdings,2023-02-01,0.78%
Zephyr Holdings,2023-03-01,3.44%
Zephyr Holdings,2023-04-01,-0.16%
Zephyr Holdings,2023-05-01,2.52%
Zephyr Holdings,2023-06-01,1.37%
Zephyr Holdings,2023-07-01,-0.28%
Zephyr Holdings,2023-08-01,2.07%
Zephyr Holdings,2023-09-01,1.61%
Zephyr Holdings,2023-10-01,1.69%
Zephyr Holdings,2023-11-01,0.88%
Zephyr Holdings,2023-12-01,1.47%
Zephyr Holdings,2024-01-01,1.34%
Zephyr Holdings,2024-02-01,-1.26%
Zephyr Holdings,2024-03-01,-2.53%
Zephyr Holdings,2024-04-01,1.86%
Zephyr Holdings,2024-05-01,6.07%
Zephyr Holdings,2024-06-01,1.19%
Zephyr Holdings,2024-07-01,1.12%
Zephyr Holdings,2024-08-01,3.57%
Zephyr Holdings,2024-09-01,1.21%
Zephyr Holdings,2024-10-01,0.13%
Zephyr Holdings,2024-11-01,3.21%
Zephyr Holdings,2024-12-01,1.04%
Brightwater Asset Management,2020-01-01,-0.0905
Brightwater Asset Management,2020-02-01,-0.0169
Brightwater Asset Management,2020-03-01,0.1159
Brightwater Asset Management,2020-04-01,0.0486
Brightwater Asset Management,2020-05-01,0.0665
Brightwater Asset Management,2020-06-01,-0.029
Brightwater Asset Management,2020-07-01,-0.0561
Brightwater Asset Management,2020-08-01,-0.0319
Brightwater Asset Management,2020-09-01,0.0408
Brightwater Asset Management,2020-10-01,-0.0339
Brightwater Asset Management,2020-11-01,-0.0253
Brightwater Asset Management,2020-12-01,-0.001
Brightwater Asset Management,2021-01-01,0.0882
Brightwater Asset Management,2021-02-01,0.045
Brightwater Asset Management,2021-03-01,0.0135
Brightwater Asset Management,2021-04-01,-0.0043
Brightwater Asset Management,2021-05-01,-0.0426
Brightwater Asset Management,2021-06-01,0.0173
Brightwater Asset Management,2021-07-01,-0.085
Brightwater Asset Management,2021-08-01,0.0722
Brightwater Asset Management,2021-09-01,0.0147
Brightwater Asset Management,2021-10-01,0.06
Brightwater Asset Management,2021-11-01,-0.0439
Brightwater Asset Management,2021-12-01,-0.0419
Brightwater Asset Management,2022-01-01,-0.0621
Brightwater Asset Management,2022-02-01,0.0411
Brightwater Asset Management,2022-03-01,0.021
Brightwater Asset Management,2022-04-01,-0.0678
Brightwater Asset Management,2022-05-01,0.0607
Brightwater Asset Management,2022-06-01,-0.0583
Brightwater Asset Management,2022-07-01,0.0401
Brightwater Asset Management,2022-08-01,-0.0048
Brightwater Asset Management,2022-09-01,-0.0071
Brightwater Asset Management,2022-10-01,-0.0331
Brightwater Asset Management,2022-11-01,-0.0368
Brightwater Asset Management,2022-12-01,-0.0781
Brightwater Asset Management,2023-01-01,0.0489
Brightwater Asset Management,2023-02-01,0.0032
Brightwater Asset Management,2023-03-01,-0.0383
Brightwater Asset Management,2023-04-01,0.063
Brightwater Asset Management,2023-05-01,-0.0515
Brightwater Asset Management,2023-06-01,0.0207
Brightwater Asset Management,2023-07-01,-0.0006
Brightwater Asset Management,2023-08-01,0.0298
Brightwater Asset Management,2023-09-01,0.0298
Brightwater Asset Management,2023-10-01,0.0843
Brightwater Asset Management,2023-11-01,-0.0298
Brightwater Asset Management,2023-12-01,-0.0438
Brightwater Asset Management,2024-01-01,0.0608
Brightwater Asset Management,2024-02-01,-0.0611
Brightwater Asset Management,2024-03-01,-0.0041
Brightwater Asset Management,2024-04-01,0.0338
Brightwater Asset Management,2024-05-01,-0.0058
Brightwater Asset Management,2024-06-01,0.0216
Brightwater Asset Management,2024-07-01,0.0222
Brightwater Asset Management,2024-08-01,-0.05
Brightwater Asset Management,2024-09-01,-0.0043
Brightwater Asset Management,2024-10-01,-0.1216
Brightwater Asset Management,2024-11-01,0.086
Brightwater Asset Management,2024-12-01,-0.089
Summit Asset Management,2015-01-01,3.47%
Summit Asset Management,2015-02-01,0.01%
Summit Asset Management,2015-03-01,0.53%
Summit Asset Management,2015-04-01,-2.47%
Summit Asset Management,2015-05-01,0.36%
Summit Asset Management,2015-06-01,-1.64%
Summit Asset Management,2015-07-01,4.85%
Summit Asset Management,2015-08-01,3.56%
Summit Asset Management,2015-09-01,0.6%
Summit Asset Management,2015-10-01,1.2%
Summit Asset Management,2015-11-01,0.99%
Summit Asset Management,2015-12-01,-0.58%
Summit Asset Management,2016-01-01,-1.62%
Summit Asset Management,2016-02-01,-0.52%
